Age,Credit amount,Credit history_0,Credit history_1,Credit history_2,Credit history_3,Credit history_4,Duration in month,Housing_0,Housing_1,Housing_2,Installment rate,Job_0,Job_1,Job_2,Job_3,Number of existing credits at this bank,Number of people being liable,Other debtors and guarantors_0,Other debtors and guarantors_1,Other debtors and guarantors_2,Other installment plans_0,Other installment plans_1,Other installment plans_2,Personal status and sex_0,Personal status and sex_1,Personal status and sex_2,Personal status and sex_3,Present employment since_0,Present employment since_1,Present employment since_2,Present employment since_3,Present employment since_4,Present residence since,Property_0,Property_1,Property_2,Property_3,Purpose_0,Purpose_1,Purpose_2,Purpose_3,Purpose_4,Purpose_5,Purpose_6,Purpose_7,Purpose_8,Purpose_9,Savings account or bonds_0,Savings account or bonds_1,Savings account or bonds_2,Savings account or bonds_3,Savings account or bonds_4,Status of existing checking account_0,Status of existing checking account_1,Status of existing checking account_2,Status of existing checking account_3,Telephone,foreign worker,class
1.88693194585596,-0.711459293089886,0,0,0,0,1,-0.738667542842371,1,0,0,0.918477167627668,0,1,0,0,-0.704925998389086,-0.42828956637154,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1.04698667841979,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
-0.223926947615795,-0.637026185064472,0,0,1,0,0,-0.738667542842371,0,1,0,0.918477167627668,0,0,0,1,-0.704925998389086,-0.42828956637154,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,-1.6724592395537,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
-0.927546578773046,0.522712526645785,0,0,0,0,1,1.99928920362492,0,1,0,0.918477167627668,0,1,0,0,1.02707891165781,-0.42828956637154,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,-0.765977266895867,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2
-0.399831855405108,1.00617328543942,0,0,0,0,1,2.24819436239467,0,0,1,-1.76451358493611,0,0,1,0,-0.704925998389086,-0.42828956637154,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.140504705761964,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1
0.12788286796283,-0.415144634474429,0,0,1,0,0,-0.240857225302864,0,1,0,0.918477167627668,0,0,1,0,-0.704925998389086,-0.42828956637154,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,-0.765977266895867,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2
0.12788286796283,-0.72528258458032,0,0,1,0,0,-0.90460431535554,0,1,0,-0.87018333408152,0,0,1,0,-0.704925998389086,-0.42828956637154,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,-0.765977266895867,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
-1.0154990326677,-0.997140650558855,0,0,1,0,0,-0.987572701612124,0,1,0,0.918477167627668,0,0,1,0,-0.704925998389086,-0.42828956637154,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.140504705761964,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
-0.487784309299764,-0.332559328903375,0,0,1,0,0,0.754763409776148,0,1,0,0.918477167627668,0,0,0,1,-0.704925998389086,-0.42828956637154,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,-0.765977266895867,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
-0.83959412487839,-0.749030290474142,0,0,1,0,0,-0.738667542842371,0,1,0,0.024146916773074,0,0,1,0,-0.704925998389086,-0.42828956637154,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,-1.6724592395537,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
0.743550045225425,1.03949096236509,0,0,0,1,0,-0.240857225302864,0,1,0,-0.87018333408152,0,1,0,0,-0.704925998389086,2.33486892634807,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1.04698667841979,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
-1.0154990326677,1.03346542504874,0,0,0,0,1,0.754763409776148,1,0,0,-1.76451358493611,0,0,1,0,1.02707891165781,-0.42828956637154,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1.04698667841979,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1.97488439975061,1.01786991670056,0,0,0,0,1,2.24819436239467,0,0,1,0.918477167627668,0,1,0,0,1.02707891165781,-0.42828956637154,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1.04698667841979,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2
-0.048022039826482,-0.665736098159989,0,0,0,0,1,-0.821635929098955,0,1,0,0.918477167627668,0,0,0,1,1.02707891165781,-0.42828956637154,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1.04698667841979,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
0.303787775752143,-0.344610403536061,0,0,1,0,0,1.25257372731566,0,1,0,0.918477167627668,0,0,1,0,-0.704925998389086,-0.42828956637154,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1.04698667841979,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
-1.10345148656236,-0.680268276393522,0,0,1,0,0,-1.23647786038188,1,0,0,-1.76451358493611,1,0,0,0,-0.704925998389086,-0.42828956637154,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,-0.765977266895867,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
0.303787775752143,1.40244097483187,0,0,0,0,1,-0.821635929098955,0,1,0,-1.76451358493611,0,1,0,0,1.02707891165781,-0.42828956637154,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1.04698667841979,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
-0.663689217089077,-0.424714605506268,0,0,1,0,0,-0.738667542842371,0,1,0,0.918477167627668,0,0,1,0,-0.704925998389086,-0.42828956637154,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,-0.765977266895867,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
-0.575736763194421,-0.332559328903375,0,0,0,1,0,0.256953092236642,0,1,0,0.918477167627668,0,1,0,0,-0.704925998389086,-0.42828956637154,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,-0.765977266895867,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
-0.487784309299764,0.954778996564734,0,0,0,1,0,0.505858251006395,0,1,0,-1.76451358493611,0,0,0,1,1.02707891165781,-0.42828956637154,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,-0.765977266895867,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
-0.927546578773046,-0.712168179832985,0,0,1,0,0,-0.738667542842371,0,1,0,0.024146916773074,0,0,1,0,-0.704925998389086,-0.42828956637154,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,-0.765977266895867,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
-0.399831855405108,0.037833994365946,0,0,1,0,0,-0.240857225302864,0,1,0,-0.87018333408152,0,0,1,0,-0.704925998389086,-0.42828956637154,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,-1.6724592395537,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1
1.88693194585596,-0.37083921303073,0,0,0,1,0,1.25257372731566,0,0,1,0.918477167627668,0,0,1,0,1.02707891165781,-0.42828956637154,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1.04698667841979,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,2
-0.83959412487839,-0.881946554805238,0,1,0,0,0,-1.23647786038188,0,1,0,-1.76451358493611,0,1,0,0,-0.704925998389086,2.33486892634807,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,-0.765977266895867,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1.44716967638268,1.13306401245418,0,0,1,0,0,-0.738667542842371,0,1,0,-0.87018333408152,0,0,0,1,-0.704925998389086,-0.42828956637154,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,-1.6724592395537,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2
-0.399831855405108,2.23112957751481,0,0,0,0,1,1.25257372731566,0,1,0,-0.87018333408152,0,0,1,0,1.02707891165781,-0.42828956637154,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,-0.765977266895867,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
-1.10345148656236,-0.464412263119822,0,0,1,0,0,-0.240857225302864,0,1,0,0.024146916773074,0,0,0,1,-0.704925998389086,-0.42828956637154,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,-0.765977266895867,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
-1.10345148656236,1.04835204665383,0,0,0,0,1,1.25257372731566,1,0,0,0.918477167627668,0,1,0,0,1.02707891165781,-0.42828956637154,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1.04698667841979,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,2
-0.751641670983733,-0.666444984903088,0,0,1,0,0,-0.987572701612124,0,1,0,-0.87018333408152,0,0,1,0,-0.704925998389086,-0.42828956637154,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,-1.6724592395537,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1
1.27126476859336,-0.614696252656848,0,0,0,0,1,-0.489762384072618,0,1,0,0.918477167627668,0,0,1,0,1.02707891165781,-0.42828956637154,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1.04698667841979,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
2.23874176143458,-0.467247810092219,1,0,0,0,0,1.25257372731566,0,0,1,0.918477167627668,0,0,0,1,-0.704925998389086,-0.42828956637154,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1.04698667841979,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,2
-0.927546578773046,3.95195214638806,1,0,0,0,0,2.24819436239467,0,1,0,-0.87018333408152,0,0,1,0,-0.704925998389086,-0.42828956637154,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,-0.765977266895867,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,2
-0.83959412487839,-0.031991349829323,0,0,1,0,0,0.256953092236642,0,1,0,0.918477167627668,0,0,1,0,-0.704925998389086,-0.42828956637154,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1.04698667841979,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
1.09535986080405,0.680085383613802,0,0,1,0,0,0.505858251006395,0,1,0,0.918477167627668,0,0,1,0,4.4910887317516,2.33486892634807,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1.04698667841979,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1
-0.575736763194421,-0.389979155094408,0,0,1,0,0,-0.738667542842371,0,1,0,-0.87018333408152,0,0,1,0,-0.704925998389086,-0.42828956637154,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,-0.765977266895867,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
-1.19140394045702,-0.80255123957813,0,0,1,0,0,-0.738667542842371,0,1,0,0.918477167627668,0,0,1,0,-0.704925998389086,-0.42828956637154,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,-1.6724592395537,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
0.12788286796283,-0.514743221879864,0,0,1,0,0,1.25257372731566,0,0,1,0.918477167627668,0,0,1,0,-0.704925998389086,-0.42828956637154,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1.04698667841979,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,2
-0.927546578773046,-0.31093828323885,0,0,1,0,0,1.25257372731566,0,1,0,0.918477167627668,0,0,1,0,-0.704925998389086,-0.42828956637154,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1.04698667841979,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
-0.487784309299764,1.72321222608424,0,0,1,0,0,1.25257372731566,0,1,0,-1.76451358493611,0,0,1,0,-0.704925998389086,-0.42828956637154,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,-0.765977266895867,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
0.919454953014738,-0.900732053497366,0,0,0,0,1,-1.15350947412529,1,0,0,0.918477167627668,0,1,0,0,1.02707891165781,-0.42828956637154,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,-0.765977266895867,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1
1.35921722248802,-0.746903630244845,0,0,0,0,1,-1.07054108786871,0,0,1,0.024146916773074,0,0,0,1,1.02707891165781,2.33486892634807,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1.04698667841979,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
0.479692683541456,0.950880119477689,0,0,0,0,1,1.75038404485516,0,1,0,-0.87018333408152,0,1,0,0,1.02707891165781,-0.42828956637154,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,-1.6724592395537,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
0.3917402296468,-0.458741169175029,0,0,1,0,0,1.25257372731566,0,1,0,0.918477167627668,0,0,0,1,-0.704925998389086,-0.42828956637154,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1.04698667841979,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,2
2.67850403090787,-0.618595129743893,0,0,0,0,1,-0.738667542842371,0,0,1,0.918477167627668,0,0,0,1,1.02707891165781,-0.42828956637154,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1.04698667841979,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
-0.135974493721139,0.245892253465555,0,0,1,0,0,1.75038404485516,0,1,0,0.918477167627668,0,0,1,0,-0.704925998389086,-0.42828956637154,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0.140504705761964,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2
1.35921722248802,0.531573610934524,0,0,0,1,0,-0.821635929098955,0,1,0,-0.87018333408152,0,0,1,0,-0.704925998389086,-0.42828956637154,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1.04698667841979,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
